param_id,param_apsim,value,group_id,set_id,set_desc,set_desc2,do_manually
28,xMoistureString,"0, 0.9, 2",xf,207,xf,"mois pen start <dul, 50%",N
29,yMoistureString,"1, 1, 0.5",xf,207,xf,"mois pen start <dul, 50%",N
30,xTTString,"0,15,100",xf,207,xf,"mois pen start <dul, 50%",N
31,yTTString,"1, 1, 1",xf,207,xf,"mois pen start <dul, 50%",N
1,startStage,1,kill,208,xf,"mois pen start <<dul, 50%",N
2,endStage,3.5,kill,208,xf,"mois pen start <<dul, 50%",N
3,maxLayer,3,kill,208,xf,"mois pen start <<dul, 50%",N
4,moistLim,2,kill,208,xf,"mois pen start <<dul, 50%",N
5,tempLim,2,kill,208,xf,"mois pen start <<dul, 50%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,208,xf,"mois pen start <<dul, 50%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,208,xf,"mois pen start <<dul, 50%",N
8,xTempString,"-3.5, 0",kill,208,xf,"mois pen start <<dul, 50%",N
9,yTempString,"0, 0",kill,208,xf,"mois pen start <<dul, 50%",N
10,moistDaysBefore,14,rue,208,xf,"mois pen start <<dul, 50%",N
11,moistDaysAfter,1,rue,208,xf,"mois pen start <<dul, 50%",N
12,moistMaxLayers,2,rue,208,xf,"mois pen start <<dul, 50%",N
13,coldStage,4,rue,208,xf,"mois pen start <<dul, 50%",N
14,coldTT,4,rue,208,xf,"mois pen start <<dul, 50%",N
15,xSurfaceOMString,"0,2500,10000",rue,208,xf,"mois pen start <<dul, 50%",N
16,ySurfaceOMString,"1, 1, 1",rue,208,xf,"mois pen start <<dul, 50%",N
17,xMoistureString,"0,1,2",rue,208,xf,"mois pen start <<dul, 50%",N
18,yMoistureString,"1, 1, 1",rue,208,xf,"mois pen start <<dul, 50%",N
19,xTTString,"0,15,100",rue,208,xf,"mois pen start <<dul, 50%",N
20,yTTString,"1, 1, 1",rue,208,xf,"mois pen start <<dul, 50%",N
21,moistDaysBefore,14,xf,208,xf,"mois pen start <<dul, 50%",N
22,moistDaysAfter,1,xf,208,xf,"mois pen start <<dul, 50%",N
23,moistMaxLayers,2,xf,208,xf,"mois pen start <<dul, 50%",N
24,coldStage,4,xf,208,xf,"mois pen start <<dul, 50%",N
25,coldTT,4,xf,208,xf,"mois pen start <<dul, 50%",N
26,xSurfaceOMString,"0,2500,10000",xf,208,xf,"mois pen start <<dul, 50%",N
27,ySurfaceOMString,"1, 1, 1",xf,208,xf,"mois pen start <<dul, 50%",N
28,xMoistureString,"0, 0.75, 2",xf,208,xf,"mois pen start <<dul, 50%",N
29,yMoistureString,"1, 1, 0.5",xf,208,xf,"mois pen start <<dul, 50%",N
30,xTTString,"0,15,100",xf,208,xf,"mois pen start <<dul, 50%",N
31,yTTString,"1, 1, 1",xf,208,xf,"mois pen start <<dul, 50%",N
1,startStage,1,kill,209,xf,xf always dec 50%,N
2,endStage,3.5,kill,209,xf,xf always dec 50%,N
3,maxLayer,3,kill,209,xf,xf always dec 50%,N
4,moistLim,2,kill,209,xf,xf always dec 50%,N
5,tempLim,2,kill,209,xf,xf always dec 50%,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,209,xf,xf always dec 50%,N
7,yMoistString,"0, 0, 0, 0, 0",kill,209,xf,xf always dec 50%,N
8,xTempString,"-3.5, 0",kill,209,xf,xf always dec 50%,N
9,yTempString,"0, 0",kill,209,xf,xf always dec 50%,N
10,moistDaysBefore,14,rue,209,xf,xf always dec 50%,N
11,moistDaysAfter,1,rue,209,xf,xf always dec 50%,N
12,moistMaxLayers,2,rue,209,xf,xf always dec 50%,N
13,coldStage,4,rue,209,xf,xf always dec 50%,N
14,coldTT,4,rue,209,xf,xf always dec 50%,N
15,xSurfaceOMString,"0,2500,10000",rue,209,xf,xf always dec 50%,N
16,ySurfaceOMString,"1, 1, 1",rue,209,xf,xf always dec 50%,N
17,xMoistureString,"0,1,2",rue,209,xf,xf always dec 50%,N
18,yMoistureString,"1, 1, 1",rue,209,xf,xf always dec 50%,N
19,xTTString,"0,15,100",rue,209,xf,xf always dec 50%,N
20,yTTString,"1, 1, 1",rue,209,xf,xf always dec 50%,N
21,moistDaysBefore,14,xf,209,xf,xf always dec 50%,N
22,moistDaysAfter,1,xf,209,xf,xf always dec 50%,N
23,moistMaxLayers,2,xf,209,xf,xf always dec 50%,N
24,coldStage,4,xf,209,xf,xf always dec 50%,N
25,coldTT,4,xf,209,xf,xf always dec 50%,N
26,xSurfaceOMString,"0,2500,10000",xf,209,xf,xf always dec 50%,N
27,ySurfaceOMString,"1, 1, 1",xf,209,xf,xf always dec 50%,N
28,xMoistureString,"0, 0.75, 2",xf,209,xf,xf always dec 50%,N
29,yMoistureString,"0.5, 0.5, 0.5",xf,209,xf,xf always dec 50%,N
30,xTTString,"0,15,100",xf,209,xf,xf always dec 50%,N
31,yTTString,"1, 1, 1",xf,209,xf,xf always dec 50%,N
