ApsimVersion = 7.9 r4044
Title = suth-2000
           Date           year          yield        biomass     watertable          no3()   surfaceom_wt            lai           Rain    dlt_n_min() final_soil_temp(1) final_soil_temp(2) final_soil_temp(3) final_soil_temp(4) final_soil_temp(5) final_soil_temp(6) final_soil_temp(7) final_soil_temp(8) final_soil_temp(9) final_soil_temp(10) final_soil_temp(11) final_soil_temp(12) final_soil_temp(13) final_soil_temp(14) final_soil_temp(15) final_soil_temp(16) final_soil_temp(17) final_soil_temp(18) final_soil_temp(19) final_soil_temp(20)
   (dd/mm/yyyy)         (year)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)      (m^2/m^2)           (mm)        (kg/ha)               (oC)               (oC)               (oC)               (oC)               (oC)               (oC)               (oC)               (oC)               (oC)                (oC)                (oC)                (oC)                (oC)                (oC)                (oC)                (oC)                (oC)                (oC)                (oC)                (oC)
     08/10/2000           2000            0.0            0.0       1836.618          223.4           37.9          0.000          0.000            0.1             -1.691              0.248              2.441              4.902              6.593              8.429             10.553             12.196             13.338              14.048              14.436              14.610              14.418              14.005              13.471              12.858              12.193              11.498              10.796              10.110
     09/10/2000           2000            0.0            0.0       1832.740          223.5           37.8          0.000          0.000            0.1              0.762              2.697              4.734              6.512              7.211              8.218              9.901             11.452             12.664              13.503              14.027              14.367              14.304              13.946              13.436              12.836              12.182              11.497              10.804              10.126
     10/10/2000           2000            0.0            0.0       1828.507          223.6           37.7          0.000          0.000            0.2              2.989              4.846              6.725              8.085              8.199              8.589              9.756             11.034             12.155              13.016              13.613              14.087              14.158              13.871              13.395              12.813              12.170              11.496              10.812              10.143
     11/10/2000           2000            0.0            0.0       1826.035          223.8           37.3          0.000          0.000            0.3              7.081              8.504              9.834             10.380              9.744              9.434             10.002             10.918             11.850              12.644              13.247              13.800              13.989              13.780              13.345              12.786              12.158              11.494              10.819              10.159
     12/10/2000           2000            0.0            0.0       1824.566          224.2           36.8          0.000          0.000            0.5             13.275             13.744             13.992             13.318             11.890             10.855             10.698             11.127             11.769              12.415              12.962              13.533              13.808              13.674              13.287              12.755              12.143              11.491              10.826              10.174
     13/10/2000           2000            0.0            0.0       1823.976          224.7           36.6          0.000          0.000            0.6             13.543             14.463             15.196             14.946             13.528             12.215             11.605             11.608             11.920              12.354              12.786              13.310              13.629              13.558              13.219              12.718              12.126              11.487              10.833              10.190
     14/10/2000           2000            0.0            0.0       1824.158          225.2           36.6          0.000          0.000            0.6             10.177             11.493             12.794             13.593             13.221             12.620             12.229             12.107             12.197              12.432              12.725              13.149              13.465              13.438              13.145              12.677              12.106              11.481              10.839              10.205
     15/10/2000           2000            0.0            0.0       1825.016          225.6           36.6          0.000          0.000            0.4              7.808              9.138             10.547             11.797             12.123             12.203             12.283             12.328             12.405              12.547              12.738              13.051              13.326              13.322              13.066              12.630              12.082              11.474              10.843              10.220
     16/10/2000           2000            0.0            0.0       1825.581          225.8           36.2          0.000         10.670            0.3              6.342              7.397              8.604              9.960             10.780             11.426             11.962             12.262             12.448              12.602              12.757              12.994              13.215              13.215              12.987              12.580              12.056              11.465              10.847              10.235
     17/10/2000           2000            0.0            0.0       1823.909          225.9           35.0          0.000         14.990            0.4             10.278             11.197             12.039             12.283             11.734             11.439             11.684             12.046             12.343              12.563              12.736              12.946              13.126              13.119              12.909              12.528              12.027              11.454              10.850              10.249
     18/10/2000           2000            0.0            0.0       1843.896          226.1           33.6          0.000          0.000            0.5             11.744             13.105             14.311             14.490             13.290             12.258             11.964             12.075             12.286              12.498              12.679              12.889              13.046              13.033              12.835              12.475              11.996              11.441              10.852              10.264
     19/10/2000           2000            0.0            0.0       1832.666          226.5           32.1          0.000          0.000            0.7             13.677             14.889             15.924             15.900             14.509             13.197             12.536             12.358             12.385              12.500              12.639              12.828              12.972              12.954              12.765              12.423              11.963              11.427              10.853              10.277
     20/10/2000           2000            0.0            0.0       1823.667          226.9           31.4          0.000          0.000            0.6             11.755             12.887             13.996             14.606             14.161             13.508             13.010             12.724             12.597              12.591              12.651              12.784              12.903              12.880              12.699              12.372              11.930              11.411              10.852              10.291
     21/10/2000           2000            0.0            0.0       1816.966          227.4           31.0          0.000          0.000            0.6             10.107             11.749             13.375             14.363             13.952             13.378             13.074             12.895             12.769              12.709              12.707              12.769              12.847              12.813              12.636              12.323              11.897              11.395              10.851              10.304
     22/10/2000           2000            0.0            0.0       1811.002          227.6           29.9          0.000          5.840            0.5             11.809             12.380             12.963             13.374             13.327             13.195             13.085             12.970             12.864              12.794              12.764              12.774              12.804              12.753              12.578              12.275              11.864              11.378              10.850              10.316
     23/10/2000           2000            0.0            0.0       1804.538          227.9           28.3          0.000          3.050            0.6             14.724             15.001             15.168             14.847             14.092             13.461             13.137             12.996             12.907              12.845              12.806              12.784              12.773              12.702              12.524              12.229              11.832              11.361              10.848              10.328
     24/10/2000           2000            0.0            0.0       1797.964          228.3           26.8          0.000          0.000            0.7             15.021             15.519             15.905             15.711             14.846             13.995             13.442             13.156             12.991              12.895              12.839              12.793              12.749              12.658              12.475              12.185              11.800              11.343              10.845              10.340
     25/10/2000           2000            0.0            0.0       1792.030          228.8           25.3          0.000          0.000            0.8             16.594             16.753             16.787             16.318             15.409             14.509             13.823             13.405             13.142              12.982              12.886              12.805              12.731              12.620              12.430              12.145              11.770              11.327              10.843              10.352
     26/10/2000           2000            0.0            0.0       1786.734          229.1           24.3          0.000          7.370            0.7             12.835             13.806             14.778             15.373             15.075             14.541             14.040             13.636             13.322              13.103              12.958              12.829              12.719              12.588              12.391              12.107              11.741              11.310              10.840              10.363
     27/10/2000           2000            0.0            0.0       1781.954          229.3           23.8          0.000          0.000            0.5              9.842             10.466             11.250             12.355             13.211             13.730             13.846             13.679             13.434              13.211              13.041              12.867              12.715              12.562              12.355              12.073              11.714              11.295              10.838              10.374
     28/10/2000           2000            0.0            0.0       1777.530          229.4           23.3          0.000          0.000            0.4             10.348             10.824             11.377             12.042             12.526             12.968             13.320             13.429             13.371              13.238              13.095              12.906              12.718              12.542              12.325              12.041              11.689              11.280              10.835              10.384
     29/10/2000           2000            0.0            0.0       1772.038          229.4           22.8          0.000         10.160            0.4             10.469             10.749             11.101             11.613             12.087             12.551             12.950             13.157             13.215              13.176              13.089              12.927              12.724              12.527              12.298              12.013              11.666              11.266              10.833              10.394
     30/10/2000           2000            0.0            0.0       1762.582          229.3           21.9          0.000          7.620            0.5             12.363             12.936             13.438             13.486             12.997             12.691             12.767             12.939             13.048              13.074              13.040              12.921              12.724              12.515              12.276              11.988              11.644              11.253              10.831              10.404
     31/10/2000           2000            0.0            0.0       1698.308          229.4           21.2          0.000          0.000            0.5             11.311             12.360             13.371             13.866             13.436             13.000             12.884             12.917             12.965              12.988              12.976              12.893              12.715              12.502              12.256              11.965              11.625              11.241              10.829              10.413
     01/11/2000           2000            0.0            0.0       1508.311          229.3           20.3          0.000          9.650            0.5             11.903             12.832             13.718             14.099             13.636             13.177             13.001             12.963             12.955              12.948              12.928              12.858              12.697              12.487              12.238              11.945              11.608              11.230              10.828              10.422
     02/11/2000           2000            0.0            0.0       1477.562          229.2           20.1          0.000          4.320            0.4              7.477              8.645              9.974             11.418             12.184             12.643             12.906             12.972             12.963              12.935              12.901              12.828              12.675              12.469              12.219              11.927              11.592              11.221              10.827              10.431
     03/11/2000           2000            0.0            0.0       1456.757          229.0           20.0          0.000          0.000            0.3              4.948              6.245              7.743              9.479             10.616             11.552             12.315             12.700             12.853              12.889              12.874              12.802              12.653              12.450              12.201              11.909              11.578              11.212              10.827              10.439
     04/11/2000           2000            0.0            0.0       1443.926          228.9           19.8          0.000          0.000            0.3              6.178              7.444              8.788              9.968             10.410             10.933             11.696             12.264             12.596              12.751              12.802              12.767              12.629              12.430              12.183              11.893              11.564              11.205              10.827              10.448
     05/11/2000           2000            0.0            0.0       1433.448          228.8           19.5          0.000          4.830            0.3              8.076              8.657              9.294              9.929             10.302             10.778             11.418             11.949             12.328              12.561              12.678              12.707              12.599              12.409              12.165              11.877              11.552              11.198              10.827              10.456
     06/11/2000           2000            0.0            0.0       1406.304          228.5           19.3          0.000         31.240            0.2              5.509              6.568              7.763              9.020              9.739             10.409             11.143             11.703             12.108              12.377              12.537              12.623              12.557              12.383              12.146              11.862              11.541              11.192              10.828              10.464
     07/11/2000           2000            0.0            0.0       1352.778          228.1           19.3          0.000          6.350            0.1             -0.814              0.554              2.307              4.880              7.146              9.056             10.504             11.345             11.865              12.193              12.391              12.525              12.504              12.353              12.125              11.846              11.530              11.186              10.829              10.472
     08/11/2000           2000            0.0            0.0       1323.710          227.7           19.3          0.000          0.000            0.1             -4.166             -2.913             -1.218              1.584              4.428              7.085              9.278             10.623             11.443              11.931              12.214              12.413              12.441              12.317              12.102              11.830              11.519              11.181              10.830              10.479
     09/11/2000           2000            0.0            0.0       1309.842          227.3           19.3          0.000          0.000            0.0             -3.746             -2.861             -1.628              0.548              2.987              5.552              7.983              9.683             10.819              11.533              11.957              12.268              12.365              12.273              12.075              11.813              11.508              11.176              10.831              10.486
     10/11/2000           2000            0.0            0.0       1302.813          227.0           19.3          0.000          0.000            0.0             -5.043             -3.748             -2.143              0.120              2.242              4.534              6.940              8.788             10.130              11.038              11.613              12.072              12.269              12.222              12.045              11.794              11.497              11.171              10.832              10.494
     11/11/2000           2000            0.0            0.0       1299.175          226.6           19.3          0.000          0.000            0.0             -1.439             -0.918             -0.223              0.950              2.360              4.156              6.266              8.061              9.482              10.516              11.214              11.825              12.145              12.157              12.009              11.773              11.485              11.166              10.833              10.501
     12/11/2000           2000            0.0            0.0       1294.834          226.3           19.3          0.000          4.570            0.0             -2.958             -2.092             -1.001              0.590              2.151              3.902              5.863              7.551              8.950              10.031              10.803              11.543              11.993              12.077              11.966              11.749              11.471              11.160              10.834              10.507
     13/11/2000           2000            0.0            0.0       1290.566          225.9           19.3          0.000          0.000            0.0             -3.287             -2.491             -1.469              0.094              1.696              3.485              5.445              7.111              8.501               9.600              10.413              11.246              11.817              11.981              11.914              11.720              11.456              11.154              10.834              10.514
     14/11/2000           2000            0.0            0.0       1287.779          225.6           19.3          0.000          0.000            0.0             -7.997             -6.527             -4.693             -2.089              0.257              2.571              4.848              6.635              8.071               9.199              10.045              10.950              11.626              11.870              11.853              11.687              11.439              11.147              10.834              10.521
     15/11/2000           2000            0.0            0.0       1286.234          225.3           19.3          0.000          0.000            0.0             -7.648             -6.069             -4.231             -2.013             -0.254              1.742              4.070              6.015              7.575               8.781               9.681              10.655              11.426              11.746              11.781              11.648              11.418              11.138              10.834              10.527
     16/11/2000           2000            0.0            0.0       1282.281          225.0           19.3          0.000          6.350            0.0             -5.787             -5.025             -4.025             -2.431             -0.701              1.310              3.554              5.471              7.070               8.340               9.299              10.353              11.217              11.612              11.701              11.602              11.394              11.127              10.833              10.533
     17/11/2000           2000            0.0            0.0       1277.807          224.7           19.3          0.000          0.000            0.0             -8.717             -7.535             -6.029             -3.790             -1.620              0.655              3.023              4.980              6.607               7.914               8.916              10.043              10.999              11.468              11.612              11.550              11.366              11.115              10.830              10.539
     18/11/2000           2000            0.0            0.0       1274.691          224.3           19.3          0.000          0.000            0.0             -6.494             -5.510             -4.343             -2.842             -1.459              0.297              2.494              4.464              6.138               7.492               8.535               9.728              10.773              11.316              11.515              11.493              11.334              11.100              10.827              10.545
     19/11/2000           2000            0.0            0.0       1272.948          224.0           19.3          0.000          0.000            0.0             -6.600             -5.337             -3.907             -2.313             -1.151              0.302              2.247              4.089              5.723               7.086               8.159               9.412              10.540              11.155              11.411              11.429              11.298              11.082              10.822              10.550
     20/11/2000           2000            0.0            0.0       1272.101          223.7           19.3          0.000          0.000            0.0            -12.946            -11.319             -9.245             -6.173             -3.341             -0.673              1.812              3.753              5.375               6.725               7.804               9.099              10.303              10.988              11.300              11.359              11.258              11.062              10.816              10.555
     21/11/2000           2000            0.0            0.0       1271.867          223.4           19.3          0.000          0.000            0.0            -11.660             -9.682             -7.467             -5.086             -3.478             -1.533              0.964              3.133              4.917               6.344               7.460               8.795              10.065              10.815              11.182              11.284              11.213              11.039              10.809              10.560
     22/11/2000           2000            0.0            0.0       1271.951          223.1           19.3          0.000          0.000            0.0            -11.382             -9.916             -8.174             -5.950             -4.065             -1.955              0.488              2.619              4.434               5.921               7.091               8.488               9.825              10.638              11.059              11.203              11.165              11.013              10.800              10.565
     23/11/2000           2000            0.0            0.0       1272.254          222.9           19.3          0.000          0.000            0.0             -7.938             -6.868             -5.675             -4.382             -3.385             -1.930              0.166              2.192              3.996               5.508               6.714               8.172               9.581              10.456              10.930              11.118              11.112              10.984              10.789              10.569
     24/11/2000           2000            0.0            0.0       1272.971          222.6           19.3          0.000          0.000            0.0             -6.425             -5.007             -3.548             -2.415             -2.090             -1.346              0.232              1.987              3.668               5.143               6.354               7.854               9.333              10.270              10.797              11.028              11.055              10.953              10.777              10.573
     25/11/2000           2000            0.0            0.0       1273.834          222.3           19.3          0.000          0.000            0.0             -5.043             -4.363             -3.580             -2.656             -1.899             -0.901              0.513              2.008              3.497               4.869               6.040               7.550               9.083              10.080              10.659              10.933              10.995              10.919              10.763              10.576
     26/11/2000           2000            0.0            0.0       1274.637          222.0           19.3          0.000          0.000            0.0             -6.650             -5.721             -4.625             -3.257             -2.148             -0.919              0.573              2.012              3.398               4.677               5.789               7.274               8.839               9.887              10.517              10.834              10.931              10.882              10.748              10.579
     27/11/2000           2000            0.0            0.0       1275.570          221.7           19.3          0.000          0.000            0.0             -5.715             -4.472             -3.160             -2.025             -1.554             -0.803              0.527              1.931              3.280               4.510               5.581               7.031               8.606               9.696              10.373              10.732              10.863              10.842              10.731              10.581
     28/11/2000           2000            0.0            0.0       1276.474          221.4           19.3          0.000          0.250            0.0             -4.423             -3.355             -2.240             -1.318             -0.999             -0.432              0.682              1.933              3.188               4.360               5.394               6.814               8.388               9.508              10.226              10.626              10.792              10.800              10.713              10.583
     29/11/2000           2000            0.0            0.0       1276.375          221.2           19.3          0.000          1.780            0.0             -3.413             -2.928             -2.356             -1.634             -0.999             -0.197              0.882              2.009              3.155               4.250               5.236               6.617               8.183               9.325              10.080              10.519              10.719              10.756              10.693              10.584
     30/11/2000           2000            0.0            0.0       1275.960          220.9           19.3          0.000          0.000            0.0             -3.981             -3.399             -2.707             -1.821             -1.060             -0.170              0.944              2.047              3.136               4.171               5.108               6.444               7.992               9.149               9.936              10.409              10.643              10.710              10.671              10.585
     01/12/2000           2000            0.0            0.0       1272.682          220.6           19.3          0.000          6.350            0.0             -6.169             -5.112             -3.891             -2.475             -1.469             -0.408              0.849              2.007              3.091               4.096               4.998               6.292               7.816               8.981               9.793              10.299              10.566              10.661              10.649              10.585
     02/12/2000           2000            0.0            0.0       1268.487          220.3           19.3          0.000          0.000            0.0             -9.271             -7.860             -6.195             -4.143             -2.585             -1.063              0.527              1.842              2.986               3.999               4.888               6.152               7.653               8.821               9.654              10.190              10.487              10.611              10.625              10.584
     03/12/2000           2000            0.0            0.0       1265.682          220.0           19.3          0.000          0.000            0.0             -6.040             -5.125             -4.116             -3.073             -2.346             -1.308              0.170              1.560              2.789               3.852               4.758               6.015               7.500               8.668               9.519              10.081              10.407              10.560              10.600              10.583
     04/12/2000           2000            0.0            0.0       1264.041          219.7           19.3          0.000          0.000            0.0             -8.360             -6.748             -4.984             -3.255             -2.365             -1.370              0.031              1.375              2.600               3.680               4.603               5.870               7.351               8.523               9.387               9.973              10.328              10.508              10.574              10.581
     05/12/2000           2000            0.0            0.0       1263.164          219.4           19.3          0.000          0.000            0.0            -13.945            -12.506            -10.631             -7.737             -5.007             -2.536             -0.410              1.144              2.420               3.513               4.443               5.718               7.204               8.381               9.260               9.868              10.248              10.455              10.547              10.579
     06/12/2000           2000            0.0            0.0       1262.853          219.1           19.3          0.000          0.000            0.0             -8.827             -7.822             -6.705             -5.498             -4.543             -3.124             -1.154              0.612              2.084               3.284               4.262               5.561               7.057               8.243               9.136               9.764              10.169              10.402              10.519              10.576
     07/12/2000           2000            0.0            0.0       1263.115          218.9           19.3          0.000          0.000            0.0             -3.799             -3.163             -2.589             -2.419             -2.632             -2.294             -1.095              0.359              1.771               3.010               4.037               5.385               6.907               8.106               9.014               9.662              10.090              10.349              10.491              10.572
     08/12/2000           2000            0.0            0.0       1263.603          218.6           19.3          0.000          0.000            0.0             -9.237             -8.152             -6.826             -5.045             -3.584             -2.232             -0.851              0.422              1.662               2.817               3.825               5.196               6.751               7.969               8.894               9.561              10.012              10.295              10.463              10.568
     09/12/2000           2000            0.0            0.0       1264.132          218.3           19.3          0.000          0.000            0.0             -4.502             -3.926             -3.346             -2.922             -2.729             -2.126             -0.944              0.332              1.560               2.680               3.659               5.018               6.591               7.830               8.774               9.461               9.935              10.242              10.434              10.563
     10/12/2000           2000            0.0            0.0       1264.641          218.1           19.3          0.000          0.000            0.0            -13.363            -11.382             -9.063             -6.273             -4.335             -2.667             -1.050              0.280              1.473               2.557               3.512               4.857               6.435               7.692               8.655               9.363               9.858              10.189              10.405              10.557
     11/12/2000           2000            0.0            0.0       1251.407          217.9           19.3          0.000         11.430            0.0            -18.688            -17.042            -14.842            -11.308             -7.837             -4.648             -1.968             -0.135              1.261               2.405               3.369               4.705               6.285               7.555               8.536               9.264               9.782              10.136              10.375              10.551
     12/12/2000           2000            0.0            0.0       1236.509          217.6           19.3          0.000          0.000            0.0            -21.309            -19.460            -17.097            -13.564            -10.160             -6.716             -3.418             -1.017              0.760               2.107               3.166               4.546               6.138               7.420               8.419               9.167               9.706              10.083              10.346              10.544
     13/12/2000           2000            0.0            0.0       1226.177          217.3           19.3          0.000          1.520           -0.0            -15.736            -14.737            -13.506            -11.755             -9.897             -7.462             -4.493             -1.954              0.081               1.649               2.855               4.345               5.985               7.286               8.302               9.070               9.631              10.030              10.316              10.536
     14/12/2000           2000            0.0            0.0       1220.796          217.1           19.3          0.000          0.000           -0.0            -16.787            -15.350            -13.655            -11.530             -9.723             -7.580             -4.945             -2.562             -0.513               1.153               2.467               4.089               5.813               7.149               8.186               8.974               9.556               9.977              10.286              10.528
     15/12/2000           2000            0.0            0.0       1219.081          216.8           19.3          0.000          0.000           -0.0            -10.470             -9.933             -9.363             -8.803             -8.252             -7.054             -5.035             -2.922             -0.962               0.711               2.074               3.797               5.618               7.003               8.068               8.878               9.481               9.925              10.255              10.520
     16/12/2000           2000            0.0            0.0       1216.586          216.6           19.3          0.000          2.290           -0.0            -14.644            -13.075            -11.304             -9.378             -8.131             -6.736             -4.872             -3.005             -1.223               0.369               1.720               3.496               5.405               6.847               7.947               8.781               9.407               9.872              10.224              10.510
     17/12/2000           2000            0.0            0.0       1214.207          216.3           19.3          0.000          0.000           -0.0            -17.031            -15.509            -13.679            -11.297             -9.315             -7.280             -5.074             -3.148             -1.418               0.111               1.428               3.213               5.183               6.682               7.820               8.683               9.332               9.819              10.194              10.501
     18/12/2000           2000            0.0            0.0       1212.123          216.1           19.3          0.000          1.520           -0.0            -14.555            -13.626            -12.497            -10.960             -9.479             -7.660             -5.455             -3.456             -1.681              -0.144               1.167               2.953               4.963               6.510               7.689               8.582               9.256               9.766              10.162              10.490
     19/12/2000           2000            0.0            0.0       1210.325          215.8           19.3          0.000          0.000           -0.0            -17.639            -16.381            -14.802            -12.526            -10.392             -8.160             -5.790             -3.753             -1.962              -0.415               0.905               2.705               4.747               6.336               7.553               8.478               9.179               9.712              10.130              10.480
     20/12/2000           2000            0.0            0.0       1209.928          215.6           19.3          0.000          0.000           -0.0            -13.631            -12.428            -11.150             -9.987             -9.307             -8.100             -6.105             -4.097             -2.272              -0.697               0.641               2.461               4.534               6.161               7.415               8.372               9.100               9.658              10.098              10.468
     21/12/2000           2000            0.0            0.0       1210.095          215.3           19.3          0.000          0.000           -0.0            -18.940            -17.606            -15.891            -13.313            -10.884             -8.530             -6.219             -4.264             -2.510              -0.961               0.377               2.218               4.323               5.985               7.275               8.264               9.020               9.602              10.065              10.456
     22/12/2000           2000            0.0            0.0       1210.574          215.1           19.3          0.000          0.000           -0.0            -20.101            -18.554            -16.675            -14.149            -11.908             -9.495             -6.870             -4.670             -2.802              -1.218               0.129               1.980               4.114               5.810               7.134               8.154               8.938               9.545              10.031              10.444
     23/12/2000           2000            0.0            0.0       1208.874          214.9           19.3          0.000          2.790           -0.0            -18.074            -16.861            -15.422            -13.580            -11.929             -9.897             -7.393             -5.140             -3.183              -1.530              -0.141               1.743               3.907               5.634               6.991               8.043               8.855               9.488               9.997              10.431
     24/12/2000           2000            0.0            0.0       1206.677          214.7           19.3          0.000          0.000           -0.0            -22.993            -21.393            -19.360            -16.362            -13.541            -10.714             -7.878             -5.544             -3.549              -1.858              -0.434               1.494               3.698               5.459               6.847               7.930               8.770               9.429               9.961              10.417
     25/12/2000           2000            0.0            0.0       1205.906          214.4           19.3          0.000          0.000           -0.0            -20.033            -18.393            -16.555            -14.564            -13.112            -11.168             -8.522             -6.084             -3.975              -2.210              -0.740               1.235               3.485               5.282               6.703               7.816               8.684               9.369               9.925              10.403
     26/12/2000           2000            0.0            0.0       1205.908          214.2           19.3          0.000          0.000           -0.0            -16.142            -15.167            -14.093            -12.970            -12.106            -10.720             -8.581             -6.392             -4.351              -2.572              -1.066               0.964               3.266               5.103               6.557               7.701               8.597               9.308               9.888              10.388
     27/12/2000           2000            0.0            0.0       1206.371          214.0           19.3          0.000          0.000           -0.0            -16.071            -14.963            -13.726            -12.411            -11.495            -10.247             -8.395             -6.458             -4.573              -2.862              -1.369               0.689               3.042               4.920               6.410               7.584               8.509               9.246               9.850              10.373
     28/12/2000           2000            0.0            0.0       1204.629          213.8           19.3          0.000          2.790           -0.0            -10.956            -10.458            -10.002             -9.829             -9.884             -9.387             -8.050             -6.396             -4.681              -3.067              -1.621               0.429               2.817               4.735               6.261               7.467               8.420               9.183               9.812              10.357
     29/12/2000           2000            0.0            0.0       1202.687          213.5           19.3          0.000          0.000           -0.0            -14.039            -13.287            -12.371            -11.145            -10.090             -8.965             -7.598             -6.161             -4.654              -3.180              -1.812               0.198               2.597               4.549               6.109               7.347               8.330               9.119               9.772              10.341
     30/12/2000           2000            0.0            0.0       1202.304          213.3           19.3          0.000          0.000           -0.0            -17.606            -16.389            -14.902            -12.894            -11.179             -9.472             -7.685             -6.111             -4.631              -3.236              -1.940               0.005               2.391               4.365               5.957               7.227               8.238               9.054               9.732              10.323
